textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km�),Density (P/Km�)
bd6e74ec34,"In honour of #starwarsday, I have fired up a New Hope in the DVD player in full THX glory","In honour of #starwarsday, I have fired up a New Hope in the DVD player in full THX glory",neutral,morning,46-60,Sri Lanka,21413249,62710,341
4e686eec94," well sadly I live in the most boring city in the USA, so there is nothing to do here.",sadly,negative,noon,60-70,Sudan,43849260,1765048,25
e9a87971b0,i need some hot green tea  I cant sleep  ....,cant sleep  ....,negative,night,70-100,Suriname,586632,156000,4
045134f240,salt and vinegar,salt and vinegar,neutral,morning,0-20,Sweden,10099265,410340,25
c30f5edccd, I can`t direct message you for my free lunch,I can`t direct message,negative,noon,21-30,Switzerland,8654622,3.95E+04,219
2f05e12d43, Sorry about that. I got behind on followers and am still catching up.  I follow folks that @ me (including you,Sorry about that.,negative,night,31-45,Syria,17500658,183630,95
b9e82fc391,my bf had to go to her dads for the week end. i will have 2 full days of bordom.,bordom.,negative,morning,46-60,Tajikistan,9537645,139960,68
e44c9e3d5a,I`m a new french girl in Twitter! And I speak English very bad,very bad,negative,noon,60-70,Tanzania,59734218,885800,67
88bc296af6," Yeah it did, it explained everything","Yeah it did, it explained everything",neutral,night,70-100,Thailand,69799978,510890,137
f012887b51," Yup, us too. Spending time with Mom, Sis and Aunt  Have A great Mothers Day!",Have A great Mothers Day!,positive,morning,0-20,Timor-Leste,1318445,14870,89
5b79166c70, waaa you too,waaa you too,neutral,noon,21-30,Togo,8278724,54390,152
9c252fb22d,Why hasn`t he called. I`m being blown off yet again.,being blown off,negative,night,31-45,Tonga,105695,720,147
5f880890b6,I went over the limit for actions per hour for twitter clients.  i hate that limit.,i hate that limit.,negative,morning,46-60,Trinidad and Tobago,1399488,5130,273
f85f538616,I need a break... PFFF... Work Sucksss Will be in Myrtle Beach SC in 45 days...  things like that make me soooo happy woeiwoeiwoei,I need a break... PFFF... Work Sucksss Will be in Myrtle Beach SC in 45 days...  things like that make me soooo happy woeiwoeiwoei,neutral,noon,60-70,Tunisia,11818619,155360,76
8c61acc444,Sunburnt  Gutted! Hope it`s faded by tmw!,Gutted!,negative,night,70-100,Turkey,84339067,7.70E+05,110
dfab8a220b, Good morning and thank you for the re-tweet. Have a great day yourself.,great,positive,morning,0-20,Turkmenistan,6031200,469930,13
a66b2a186d,today i salute all mothers and honour the feminine....and now its time for a beer,salute al,positive,noon,21-30,Tuvalu,11792,30,393
48b2c6a6c2, thanks joeman!,thanks joeman!,positive,night,31-45,Uganda,45741007,199810,229
1cb2a0f0cf,_hawt Hmm..  Interesting choice.,Interesting choice.,positive,morning,46-60,Ukraine,43733762,579320,75
866fa2d2b6,My puppy Gizmo h8s me..  haha. He still growls @ me.  I always look back @ my long pruple scar on my fingie,haha.,positive,noon,60-70,United Arab Emirates,9890402,83600,118
ec180cad88,"making mashed potatoes, and vegies to go with `s t-bone steak for when he gets home","making mashed potatoes, and vegies to go with `s t-bone steak for when he gets home",neutral,night,70-100,United Kingdom,67886011,241930,281
4e59acf15c," lol, don`t rub it in","lol, don`t rub it in",neutral,morning,0-20,United States of America,331002651,9147420,36
c6790802d8,Surf`s up this week - starting this afternoon,Surf`s up this week - starting this afternoon,neutral,noon,21-30,Uruguay,3473730,175020,20
cc1fb77b34,", awe, me in work, no BBQ for moi this weekend",", awe, me in work, no BBQ for moi this weekend",neutral,night,31-45,Uzbekistan,33469203,425400,79
d9d3225697,"The one day I do my hair, weather sucks  where is the sun?",weather sucks,negative,morning,46-60,Vanuatu,307145,1.22E+04,25
11c31da058,I didn`t get the job  but I will keep applying to other school.....I do want to teach!!!,I didn`t get the job  but I will keep applying to other school.....I do want to teach!!!,neutral,noon,60-70,Venezuela,28435940,882050,32
3d3f95b048,"Wanna know a not fun way to wake up? Having a panic attack and not being able to breath for no **** reason, that **** sucked",**** sucked,negative,night,70-100,Vietnam,97338579,310070,314
12f430c6c2,"To make a long day short--I did nothing. =D well, I had some friends over they just left (3:55am) We have been drinking since 9.  Smashed","To make a long day short--I did nothing. =D well, I had some friends over they just left (3:55am) We have been drinking since 9.  Smashed",neutral,morning,0-20,Yemen,29825964,527970,56
9566981406, thanks so much! we love fanmail  talk to us anytime,thanks so much! we love fanmail  talk to us anytime,positive,noon,21-30,Zambia,18383955,743390,25
e79cdd9bb8," WGN in Chicago used to be the calm airing of ideas, but in the last 30 days they changed the programing to sound-bite shouting","WGN in Chicago used to be the calm airing of ideas, but in the last 30 days they changed the programing to sound-bite shouting",neutral,night,31-45,Zimbabwe,14862924,386850,38
3e6150f210, that`s dope!  stay out of trouble,that`s dope!  stay out of trouble,neutral,morning,46-60,Afghanistan,38928346,652860,60
dc5bf4911c, http://twitpic.com/3bnas - oh my god! you`re adorable! ilove you so much  you are my inspiration Nick!,ilove,positive,noon,60-70,Albania,2877797,27400,105
5e52ca56d8, Awe - didn`t know cats got skin cancer,Awe,negative,night,70-100,Algeria,43851044,2381740,18
e6620d2d33,_lou hahah hopefully!  enjoy your day,enjoy your day,positive,morning,0-20,Andorra,77265,470,164
1f5110a5bc," If I end up working in DC, GMU is on my 'short list' for Masters No. 2. Started Sys Eng program in the 90`s; never finished.","If I end up working in DC, GMU is on my 'short list' for Masters No. 2. Started Sys Eng program in the 90`s; never finished.",neutral,noon,21-30,Angola,32866272,1246700,26
c136653476,"Tati, I sent you an emal doll, did you get it?    ","Tati, I sent you an emal doll, did you get it?",neutral,night,31-45,Antigua and Barbuda,97929,440,223
748b7f7654,Bored...um...Song of the day: 'I caught myself by Paramore' and 'No good deed from the musical Wicked'  Oh! And Fully Alive by Flyleaf!!!,Bored...,negative,morning,46-60,Argentina,45195774,2736690,17
bebd27b79b,my hair hurts,my hair hurts,negative,noon,60-70,Armenia,2963243,28470,104
d030631a4b,"thinks something and okay, goodluck ako.  http://plurk.com/p/x2bnl",goodluck,positive,night,70-100,Australia,25499884,7682300,3
650a4769ad," this is twistory... in the making. Yeah, I stole that one from you","this is twistory... in the making. Yeah, I stole that one from you",neutral,morning,0-20,Austria,9006398,8.24E+04,109
85eff5452d,People are just pisssing me offf. Ugh,pisssing me offf. Ugh,negative,noon,21-30,Azerbaijan,10139177,82658,123
6ea6d1ac5e,seen loads of new photos and stuff of new moon and cant wait  lol (L) Taylor lautner lol   takes his shirt off 3 times yum =]... lol,seen loads of new photos and stuff of new moon and cant wait  lol (L) Taylor lautner lol   takes his shirt off 3 times yu,positive,night,31-45,Bahamas,393244,10010,39
d401b80d2a, Soetimes I envy those who have spent their whole lives in one place and have deep roots... the grass on the other side syndrome!,Soetimes I envy those who have spent their whole lives in one place and have deep roots... the grass on the other side syndrome!,neutral,morning,46-60,Bahrain,1701575,760,2239
a1f34c6c29, yeah bit it is overheating a bit and the AC died.,overheating,negative,noon,60-70,Bangladesh,164689383,130170,1265
494e5deeff,ok so i`m a lil happier now.. i hope i fixd my emails.. hope they weren`t hacked although it seemed really suspicious!!,ok so i`m a lil happier now.. i hope i fixd my emails.. hope they weren`t hacked although it seemed really suspicious!!,neutral,night,70-100,Barbados,287375,430,668
18f17cb63c,"awww, watching 18 y.o. britney on snl. she`s so young and cute and really funny! i miss this britney",she`s so young and cute and really funny! i miss this britney,positive,morning,0-20,Belarus,9449323,202910,47
d4c65fd7ab,"The Wedding is over everyone has gone home, newlyweds are off to Canada and finally, there is quiet! And I`m late for work","The Wedding is over everyone has gone home, newlyweds are off to Canada and finally, there is quiet! And I`m late for work",neutral,noon,21-30,Belgium,11589623,30280,383
a5257d1f94,Work soon. Lame going to miss the   Go Lakers! Hope you win!!!!,miss,negative,night,31-45,Belize,397628,22810,17
787dadc2fd, looking forward to your mandarin album.  Hope that you will come Singapore again,Hope,positive,morning,46-60,Benin,12123200,112760,108
169f6ef064, tom is not with u!  hahahahahahhah he`s with my bff,tom is not with u!  hahahahahahhah he`s with my bff,neutral,noon,60-70,Bhutan,771608,3.81E+04,20
cb5e8184f5," heh, thats the same theme I used on http://leetbix.net","heh, thats the same theme I used",neutral,night,70-100,Bolivia,11673021,1083300,11
aea731ccd1, Wahey! Fancy meeting you here  Thanks for the tweet and great to be twittered together,d great,positive,morning,0-20,Bosnia and Herzegovina,3280819,51000,64
df31ac9e8d,"ugh, not sure i have the patience or remaining intelligence at this point in the day (week?) to refactor and rewrite this package of code",intelligence,positive,noon,21-30,Botswana,2351627,566730,4
0b52011589, wishing i could be in sï¿½o paulo for the show  but fortunately i went to the brasilia one! haha,t fortunately,positive,night,31-45,Brazil,212559417,8358140,25
bfdad27a0d, Loved the comment on flashcads! I`m old school too!,Loved,positive,morning,46-60,Brunei,437479,5270,83
a052024edc,1 more day!,1 more day!,neutral,noon,60-70,Bulgaria,6948445,108560,64
219202ed56," cant say i havee, im at james` but i did some rs yesterdayy!. im learning my quotess",. im learning my quotess,positive,night,70-100,Burkina Faso,20903273,273600,76
c941fb5836,"Listening to music, Texting . umm Msn lol.  bit bored . lol. Garth Brooks wooo i love him hehe . <3",i love him,positive,morning,0-20,Burundi,11890784,25680,463
3eee471b9f," I`m originally from Seattle, I`ve just lived everywhere else, including Many places in the south","I`m originally from Seattle, I`ve just lived everywhere else, including Many places in the south",neutral,noon,21-30,C�te d'Ivoire,26378274,318000,83
f0fd999572,each day is a new beginning,new beginning,positive,night,31-45,Cabo Verde,555987,4.03E+03,138
533e5005d2, Sounds like fun  LoL. At least you still have some hair right?  how was the weekend?,Sounds like fun  LoL.,positive,morning,46-60,Cambodia,16718965,176520,95
48ba01d8cb,"  Still dealing with quite a bit of pain, will jump off here soon to lay down,very frustrating  Thanks 4 asking",f pain,negative,noon,60-70,Cameroon,26545863,472710,56
b1dc18ee80,_rashid reeeaaaally... why though??  ew i hate stockings,hate,negative,night,70-100,Canada,37742154,9093510,4
376271b337,Now I feel sick.,Now I feel sick.,negative,morning,0-20,Central African Republic,4829767,622980,8
2f64d9697c, nice new profile picture! Glad to see some friends in there,nice new profile picture! Glad to see some friends in there,positive,noon,21-30,Chad,16425864,1259200,13
974b2c5636,"_mcflyandjb in heaven, i`ll go everywhere","in heaven, i`ll go everywhere",neutral,night,31-45,Chile,19116201,743532,26
14ebf4cb1d,Addicted to Glee... watching the video over and over again....I should be out,Addicted,negative,morning,46-60,China,1439323776,9388211,153
899ba63056, Sorry to disappoint. Not a big Nascar fan but I`m still an all-around decent redneck other than that.,Sorry,negative,noon,60-70,Colombia,50882891,1109500,46
65d976c36b,"  I may see the sun come up. All my bits are sore today - but life is still grand  Tomorrow is a new day! Sleep well, Friend!",". All my bits are sore today - but life is still grand  Tomorrow is a new day! Sleep well, Friend",neutral,night,70-100,Comoros,869601,1861,467
639dada300, girl i am buying & posting your pressie tomorrow but i have no **** clue what to get you so i`m sorry if you hate it,u so i`m sorry if you hate it,negative,morning,0-20,Congo (Congo-Brazzaville),5518087,3.42E+05,16
eefadf413d, omgsh i know  i`m dealing with that rite now. its no fun!,. its no fun,negative,noon,21-30,Costa Rica,5094118,51060,100
1d753545cd, *hug* yep I hate that meself,I hate that meself,negative,night,31-45,Croatia,4105267,55960,73
b28ae54c5c, the washer se chingo  ha  ha!! I`m busting my grandma lucia waaaaay back in the early 90`s lol,the washer se chingo  ha  ha!! I`m busting my grandma lucia waaaaay back in the early 90`s lol,neutral,morning,46-60,Cuba,11326616,106440,106
bee59bb7d2,GOODNiGHT...HAPPY MOTHERS DAY TO ALL THE MAMi`S ON TWiTTER,GOODNiGHT...HAPPY MOTHERS DAY TO ALL THE MAMi`S ON TWiTTER,positive,noon,60-70,Cyprus,1207359,9240,131
f7907897b8," I think if I was Kirk, I would have probably stolen that sweet ride from you too.  Fancy in car phone ya talk through GG.","I think if I was Kirk, I would have probably stolen that sweet ride from you too.  Fancy in car phone ya talk through GG.",neutral,night,70-100,Czechia (Czech Republic),10708981,77240,139
4b0cbe216b,My Monday has been going extremely well. Not what I expected at all!,well.,positive,morning,0-20,Democratic Republic of the Congo,89561403,2267050,40
e18fcdd7fa,Good Morning! Looking Forward To Listening To THE PRODIGY On Radio 1 Big Weekend.  Brought Their Album Yesterday!! =P AMAIZE Tbqh. x,Looking Forward,positive,noon,21-30,Denmark,5792202,42430,137
ec08321ce1,**** EM,**** EM,negative,night,31-45,Djibouti,988000,23180,43
fc3af53540, that was not Venessa that was me..,that was not Venessa that was me..,neutral,morning,46-60,Dominica,71986,750,96
352b05a450," i miss you too; i need to talk to you, i keep screwing up ..  lovee u !","i miss you too; i need to talk to you, i keep screwing up ..  lovee u !",positive,noon,60-70,Dominican Republic,10847910,4.83E+04,225
1a34426d09,my grandpa was telling me how they used to cut up human bodies in med school,my grandpa was telling me how they used to cut up human bodies in med school,neutral,night,70-100,Ecuador,17643054,248360,71
3afae6cfa2,_ http://twitpic.com/4wi78 - hmm thats the BU tour list...but thats so cool!  and why does it say 2008?...,cool!,positive,morning,0-20,Egypt,102334404,995450,103
85c1dbf1a5,Just had my hair cut it looks like ****,looks like ****,negative,noon,21-30,El Salvador,6486205,20720,313
daf57be394,"rt  #barcampbkk3 for entertainment at night, bring your favourite mp3s .. there should be a way we can enjoy music together",enjoy,positive,night,31-45,Equatorial Guinea,1402985,28050,50
4d208cbf0f,Trying to figure out how to personalize my downloaded Wordpress blog!  Not as easy as I was hoping   Any suggestions?,Not as easy as,negative,morning,46-60,Eritrea,3546421,101000,35
792063a20e,    _Geronimo    Thanks for sharing with your friends!,imo,positive,noon,60-70,Estonia,1326535,42390,31
06fc846ea4,: I know!! Im so excited. We cant go earlierrr than the afternoon?  I love you tooz <3,Im so excited. We cant go earlierrr than the afternoon?  I love you tooz,positive,night,70-100,"Eswatini (fmr. ""Swaziland"")",1160164,17200,67
c75ce3387f,Any city person want to trade n live in the country? House comes w racoons n skunks livin under deck. *sigh*,Any city person want to trade n live in the country? House comes w racoons n skunks livin under deck. *sigh*,neutral,morning,0-20,Ethiopia,114963588,1000000,115
18170c1a3c,Time for a clean up.,Time for a clean up.,neutral,noon,21-30,Fiji,896445,18270,49
8b3bdb6f40,going to work nightshift....,going to work nightshift....,neutral,night,31-45,Finland,5540720,3.04E+05,18
5420d58af3,is at her nan`s house eating fish and chips and watching Top Gear. Good times.,Good times.,positive,morning,46-60,France,65273511,547557,119
00c13fa054,"As of today, _a_Bo0 and I have been going out for two years. Best two years ever",Best two years ever,positive,noon,60-70,Gabon,2225734,257670,9
31215522c2,Don`t 4 get to call your moms tomorrow...mothers day,Don`t 4 get to call your moms tomorrow...mothers day,neutral,night,70-100,Gambia,2416668,10120,239
4683106379, it was ok after all. a couple of things made us late and stuff but after we got there we had a lot of fun.,it was ok after all. a couple of things made us late and stuff but after we got there we had a lot of fun.,neutral,morning,0-20,Georgia,3989167,69490,57
8211642cea, Good luck on final!,Good luck,positive,noon,21-30,Germany,83783942,348560,240
195605cfe6,word to yer mother!!   \m/,word to yer mother!!   \m/,neutral,night,31-45,Ghana,31072940,227540,137
3b2aaab781," haha well, kinda! I`m Mommy to my lil` pom-chi  hehe  thank you! ;)","haha well, kinda! I`m Mommy to my lil` pom-chi  hehe  thank you!",positive,morning,46-60,Greece,10423054,128900,81
73a87769d2, Re-direct that energy into creating men`s jewelry.    And frequent walks too.,Re-direct that energy into creating men`s jewelry.    And frequent walks to,neutral,noon,60-70,Grenada,112523,340,331
2f858c20c3," Cool, I used to live 5 houses to the left of that place  Always something going on :p","Cool,",positive,night,70-100,Guatemala,17915568,107160,167
c6a9f178f7, Thanks  The elephants look magnificent This is what we miss due to stupid restrictions - 3G pleease and cheap!!,Thanks  The elephants look magnificent This is what we miss due to stupid restrictions - 3G pleease and cheap!!,neutral,morning,0-20,Guinea,13132795,2.46E+05,53
9c33123aed," Well, I do what I can for the X spammers watchin`","Well, I do what I can for the X spammers watchin`",neutral,noon,21-30,Guinea-Bissau,1968001,28120,70
e4ab085b0d, and the download failed  My phone does not like your phone.,failed,negative,night,31-45,Guyana,786552,196850,4
30bd9f83e8,"How I wish I get at least 2 days-off in a row. 1 day off is not enough to rest.  3 days on, 1 day off, 4 days on, 1 day off...Ugh!!!",not enough to rest.,negative,morning,46-60,Haiti,11402528,27560,414
0fccbe0299,Sitting in an empty yearbook room.  attempting to figure this asap out lol,lol,positive,noon,60-70,Holy See,801,0,2003
3f50c9e392,Going to bed. Talk to ya later!  goodnight birdies LOL,goodnight birdies LOL,positive,night,70-100,Honduras,9904607,111890,89
56c95cc7de,"Just came back from hanging out with some friends + cocktails. <3 I`m not drunk, but feeling good.  Hope everyone`s well?",good.,positive,morning,0-20,Hungary,9660351,90530,107
394d7dfb80,"Dear Mikey Robins: nah, you`ve heard it all before","Dear Mikey Robins: nah, you`ve heard it all before",neutral,noon,21-30,Iceland,341243,100250,3
7d2ea67b66,TGIF!!! But also sad that this is last day I get to work with my favorite TV reporter,TGIF!!! But also sad that this is last day I get to work with my favorite TV reporter,neutral,night,31-45,India,1380004385,2973190,464
568a49ab00,Doin` the Crocodile Rock,Doin` the Crocodile Rock,neutral,morning,46-60,Indonesia,273523615,1811570,151
768c66733f, giv ya mom n gman happy mothers day,happy,positive,noon,60-70,Iran,83992949,1.63E+06,52
c3e1284ab6,For   ? http://blip.fm/~5jbp3,For   ? http://blip.fm/~5jbp3,neutral,night,70-100,Iraq,40222493,434320,93
4900e9dc87, i know. But.,i know. But.,neutral,morning,0-20,Ireland,4937786,68890,72
6a9d0c69d1, Awesome fortune cookie!  I think you really WILL go to exotic places.  Hope all is well!!!,Awesome,positive,noon,21-30,Israel,8655535,21640,400
f2dfe2411a,"Iis working until 4 now and really wants geordanos thin crust cheese, black olives, peperoni and mushroom pizza","Iis working until 4 now and really wants geordanos thin crust cheese, black olives, peperoni and mushroom pizza",neutral,night,31-45,Italy,60461826,294140,206
5bb98dd30a,I`m miserable with my boredom.,miserable,negative,morning,46-60,Jamaica,2961167,10830,273
66638cd3ef,it just thundered reallyreally loud at work and this little boy started crying  I wanted to cry too...I hate storms! wah,little boy started crying  I wanted to cry too...I hate storms!,negative,noon,60-70,Japan,126476461,364555,347
1ab32a27aa,"wishing i was there, so you should go in my place. #brandwkshop http://tr.im/mOXL i see they`ve got scott bedbury and more.. poor me",poor,negative,night,70-100,Jordan,10203134,88780,115
2d5c5eea57,_cath a couple of years  I knew you had one but I couldn`t find you for awhile..here you are!,_cath a couple of years  I knew you had one but I couldn`t find you for awhile..here you are!,neutral,morning,0-20,Kazakhstan,18776707,2699700,7
c91843ee16, Umm yeah. That`s probably a pretty good note to self because eeeeeewwwwwwww.,That`s probably a pretty good note,positive,noon,21-30,Kenya,53771296,569140,94
99b69572a8,im cold  i still cant find my hoodie,cant find my hoodie,negative,night,31-45,Kiribati,119449,8.10E+02,147
4e3f656d89, just showin some love to ya. and i`m really gonna miss Greg Beeman`s directing next season. ya`ll`s commentaries r so funny,just showin some love to ya. and i`m really gonna miss Greg Beeman`s directing next season. ya`ll`s commentaries r so funny,neutral,morning,46-60,Kuwait,4270571,17820,240
9efffe03b4, haha who thought that?,haha who thought that?,neutral,noon,60-70,Kyrgyzstan,6524195,191800,34
bf7473b12d, haha better drunken tweeting you mean?,better,positive,night,70-100,Laos,7275560,230800,32
f9c91c5edc, Esp with Twitter access! the party NEVER stops - even 'at nite' cuz it`s always daylight 'somewhere' around the world!,Esp with Twitter access! the party NEVER stops - even 'at nite' cuz it`s always daylight 'somewhere' around the world!,neutral,morning,0-20,Latvia,1886198,62200,30
ef5e7bf8c7,thats my moan for the day,thats my moan for the day,neutral,noon,21-30,Lebanon,6825445,10230,667
401143a73a, I queue for cake standing up and with a slight look of deranged anticipation on my face.,I queue for cake standing up and with a slight look of deranged anticipation on my face.,neutral,night,31-45,Lesotho,2142249,30360,71
c1710c8d4a," happy birthday keshia, keshia, bo beshia",happy birthday,positive,morning,46-60,Liberia,5057681,96320,53
db63f19e59, yaaay for u cleaning ur room. I said hi to u the other day & u didnt write me back,u didnt write me back,negative,noon,60-70,Libya,6871292,1759540,4
3ee09d7a21,"I miss the old... HA, HA. I can`t tell that person`s name.",miss,negative,night,70-100,Liechtenstein,38128,160,238
54ac8c52ba, Very true.  And well behaved women rarely make history.,Very true.  And well behaved women rarely make history.,neutral,morning,0-20,Lithuania,2722289,6.27E+04,43
e0ca22d6d5, not really ;D nice pic .  no but could u imagine those 2? ... i thought so,nice,positive,noon,21-30,Luxembourg,625978,2590,242
b4e4ae9fa8," And with it, I can be online even after I have to log off habbo","And with it, I can be online even after I have to log off habbo",neutral,night,31-45,Madagascar,27691018,581795,48
b35196167e,seriously getting hurt.... 4 days before nationals.. what a joke,seriously getting hurt...,negative,morning,46-60,Malawi,19129952,94280,203
1c2203199e,Living my life,Living my life,neutral,noon,60-70,Malaysia,32365999,328550,99
2d9c34b943, not funny he profiled my ****. Like wtf? I`m still kinda heated. Ugh,heated.,negative,night,70-100,Maldives,540544,300,1802
e7bbcf0efd,is not feelin well... i feel sooooo weak....i hate bein sick in the summer,weak..,negative,morning,0-20,Mali,20250833,1220190,17
d9c65351ce, morning to you too joe,morning to you too joe,neutral,noon,21-30,Malta,441543,320,1380
6f4be24d3a, i misss youhhhhhhh ci! Tell dem japenese ppl to give yu a computer or sumthinnn. Ya twit fam misssesss supa c!,i misss youhhhhhhh,negative,night,31-45,Marshall Islands,59190,180,329
f18b9435c8,with ,with,neutral,morning,46-60,Mauritania,4649658,1030700,5
c2dace0f43," sorry I can`t help it, hopefully it rubs off on you.","sorry I can`t help it, hopefully it rubs off on you.",neutral,noon,60-70,Mauritius,1271768,2.03E+03,626
28d757d511,no one calls me anymore,no one calls me anymore,negative,night,70-100,Mexico,128932753,1943950,66
2c2360468d,Migranes suck....Especially when the kids are suddenly hyper.,suck..,negative,morning,0-20,Micronesia,115023,700,164
f1b5f0b8b7,"Working on this **** Financial project, Definitely not having any fun this weekend  , I want to spend it wit my BAAABY waaaah",Definitely not having any fun this weekend,negative,noon,21-30,Moldova,4033963,32850,123
d04f8878e0,"_brown Damnit, I accidentally put  instead of  in my #FollowFriday","Damnit,",negative,night,31-45,Monaco,39242,1,26337
1cbc6af5f1, just say no reeesee cup,just say no reeesee cup,neutral,morning,46-60,Mongolia,3278290,1553560,2
70cfa421a8,Rice is ready to eat.Off now to watch Comet 2009!The most important music price in germany.Wow n Lisa arrives around 12p.m.  Still 2 hours,Wow n,positive,noon,60-70,Montenegro,628066,13450,47
78161d90a3, It`s a tough life you lead!,tough life,negative,night,70-100,Morocco,36910560,446300,83
145ba56a5a,Havnt gotten any in months  my ex seems into dating but there isn`t that spark anymore  still in love with loser who left me,still in love with loser who left me,negative,morning,0-20,Mozambique,31255435,786380,40
76e746ba7a, hahahha but days off are cool when nothings open  its like isolated and haha cool,d haha cool,positive,noon,21-30,Myanmar (formerly Burma),54409800,653290,83
c7b0ae8767,Nuggets game with everyoneeeee except .,Nuggets game with everyoneeeee except .,neutral,night,31-45,Namibia,2540905,8.23E+05,3
e380bc5300,I ? JONAS` second episode! Aww! Nick is so handsome,handsome,positive,morning,46-60,Nauru,10824,20,541
e9ef6f77f0,_Elaine lol y i see ya twitts all tha time n i didnt get this one till right now lol and u never get mines  **** twitta,y i see ya twitts all tha time n i didnt get this one till right now lol and u never get mines  ****,neutral,noon,60-70,Nepal,29136808,143350,203
f7b4819d97,"had a great shot yesterday, editing pics now","had a great shot yesterday, editing pics now",positive,night,70-100,Netherlands,17134872,33720,508
c72817a0b7,currently watching American Idol,currently watching American Idol,neutral,morning,0-20,New Zealand,4822233,263310,18
b0915e0362," Southridge was moved a week later cause of Swine flu, i think","Southridge was moved a week later cause of Swine flu, i think",neutral,noon,21-30,Nicaragua,6624554,120340,55
269bfba561,sitting in the parking lot-by myself  i miss you baby. couple min til i gotta deal with a ****. then i`m peacin` out and hitting the gym,sitting in the parking lot-by myself  i miss you baby. couple min til i gotta deal with a ****. then i`m peacin` out and hitting the gym,neutral,night,31-45,Niger,24206644,1266700,19
16ea475e28,_0 so all done with wow blogging eh?  *huggles*,_0 so all done with wow blogging eh?  *huggles*,neutral,morning,46-60,Nigeria,206139589,910770,226
0748fc0b9e,Following _aisa These guys could be shifty but worth following regardless.,but worth following re,positive,noon,60-70,North Korea,25778816,120410,214
252583020d,Too busy at work today to trash the cubes of vacationing team members,Too busy at work today to trash the cubes of vacationing team members,neutral,night,70-100,North Macedonia,2083374,25220,83
264e7c031d,i dreamt about monsters last night.  like a little girl.,i dreamt about monsters last night.  like a little girl.,neutral,morning,0-20,Norway,5421241,3.65E+05,15
5a58b69f53,  lo siento but I dint have enough room =/,lo siento but I dint have enough room =/,neutral,noon,21-30,Oman,5106626,309500,16
96f3999235," seems that you,  and I are all ex-baristas!  Commonalities ftw!","seems that you,  and I are all ex-baristas!  Commonalities ftw",neutral,night,31-45,Pakistan,220892340,770880,287
e546548dc7,_benson It`s raining where I am. I wish it wasn`t.,It`s raining where I am. I wish it wasn`t.,neutral,morning,46-60,Palau,18094,460,39
b8773651cc,I Love You MOM....alwayyyyyyyssssssss,Love,positive,noon,60-70,Palestine State,5101414,6020,847
02aaecbc9c," i got mcdonalds, surpisingly its not a popular drunk food option.  its sucks that all diners aren`t 24hrs here anymore",its sucks that all diners aren`t 24hrs here anymore,negative,night,70-100,Panama,4314767,74340,58
5542e9e14c,waitin for dr dee.... had lunch with my beautiful lady  before that i was on the gym ... ( yeah need to loose 10 more  ),beautiful lady,positive,morning,0-20,Papua New Guinea,8947024,452860,20
540380edae,The sun has gone in!,The sun has gone in!,neutral,noon,21-30,Paraguay,7132538,397300,18
2ab64be6aa, **** Frat - that`s too bad...  Should be a good show (at least I`m hoping so) esp. since it`s in BK...,**** Frat - that`s too bad...  Should be a good show (at least I`m hoping so) esp. since it`s in BK...,neutral,night,31-45,Peru,32971854,1280000,26
d3b3d844df," Gosh, no need to be so rude.","Gosh, no need to be so rude.",negative,morning,46-60,Philippines,109581078,298170,368
933efccf09, awe  wit the snap of my fingers n a nod of my head ur rain is gone  lol...thxs hit up afterwards,awe  wit the snap of my fingers n a nod of my head ur rain is gone  lol...thxs hit up afterwards,neutral,noon,60-70,Poland,37846611,3.06E+05,124
6eb4e78911,"'I`ll see you again yeah?' 'Its up to you' 'I guarantee you will, i dont want to wait to long not seeing you' **** fruit basket! Hahaha",Hahaha,positive,night,70-100,Portugal,10196709,91590,111
fe99f6e3a5,Back to work I go....,Back to work I go..,neutral,morning,0-20,Qatar,2881053,11610,248
c2e7f4c4d3,my pooooor baby (my dog chachi)  she had surgery todayyyyy,pooooor,negative,noon,21-30,Romania,19237691,230170,84
ddef6b8713,Archie Proposes Veronica in the Latest Archie`s Comic. The Longest known Love Triangle is coming to an End. Poor Betty.,Poor,negative,night,31-45,Russia,145934462,16376870,9
4c447302f5, ALL white shoes make me cringe  . White shoes give me pause.,white shoes make me cringe,negative,morning,46-60,Rwanda,12952218,24670,525
4af0794655," I meant you are not lazy, your work proves it","I meant you are not lazy, your work proves it",positive,noon,60-70,Saint Kitts and Nevis,53199,260,205
9ed54e1243, haha Mon...Do you really want me too send it?,haha Mon...Do you really want me too send it?,neutral,night,70-100,Saint Lucia,183627,610,301
d29b96afc2,is sooo close to finishing her exams  role on monday and i will have my life back.,i will have my life back.,positive,morning,0-20,Saint Vincent and the Grenadines,110940,390,284
50442fcffb,Up early for class. ((Blahh))-------> Hang Over kiddies,Up early for class. ((Blahh))-------> Hang Over kiddies,neutral,noon,21-30,Samoa,198414,2830,70
6be7ac3209,speakerphone with the bestie  love that kid http://tinyurl.com/qxyc2n,bestie,positive,night,31-45,San Marino,33931,6.00E+01,566
e461e19091,"sigh, still SEOs are submitting their client sites with part or no contact information on, I really don`t know how to make them read","sigh, still SEOs are submitting their client sites with part or no contact information on, I really don`t know how to make them read",neutral,morning,46-60,Sao Tome and Principe,219159,960,228
